ccode,scode,country,year,scoup1,atcoup2,pcoup3,apcoup4,agcoup,foroutex,reboutex,assassex,resignex
325,ITA,Italy,2009,0,0,0,0,0,0,0,0,0
437,IVO,Ivory Coast,2009,0,0,0,0,0,0,0,0,0
51,JAM,Jamaica,2009,0,0,0,0,0,0,0,0,0
663,JOR,Jordan,2009,0,0,0,0,0,0,0,0,0
740,JPN,Japan,2009,0,0,0,0,0,0,0,0,0
501,KEN,Kenya,2009,0,0,0,0,0,0,0,0,0
341,KOS,Kosovo,2009,0,0,0,0,0,0,0,0,0
690,KUW,Kuwait,2009,0,0,0,0,0,0,0,0,0
703,KYR,Kyrgyzstan,2009,0,0,0,0,0,0,0,0,0
705,KZK,Kazakhstan,2009,0,0,0,0,0,0,0,0,0
812,LAO,Laos,2009,0,0,0,0,0,0,0,0,0
367,LAT,Latvia,2009,0,0,0,0,0,0,0,0,0
450,LBR,Liberia,2009,0,0,0,0,0,0,0,0,0
660,LEB,Lebanon,2009,0,0,0,0,0,0,0,0,0
570,LES,Lesotho,2009,0,1,0,0,0,0,0,0,0
620,LIB,Libya,2009,0,0,0,0,0,0,0,0,0
368,LIT,Lithuania,2009,0,0,0,0,0,0,0,0,0
212,LUX,Luxembourg,2009,0,0,0,0,0,0,0,0,0
435,MAA,Mauritania,2009,0,0,0,0,0,0,0,0,0
343,MAC,Macedonia,2009,0,0,0,0,0,0,0,0,0
580,MAG,Madagascar,2009,0,0,0,0,0,0,0,0,1
820,MAL,Malaysia,2009,0,0,0,0,0,0,0,0,0
590,MAS,Mauritius,2009,0,0,0,0,0,0,0,0,0
553,MAW,Malawi,2009,0,0,0,0,0,0,0,0,0
70,MEX,Mexico,2009,0,0,0,0,0,0,0,0,0
359,MLD,Moldova,2009,0,0,0,0,0,0,0,0,0
432,MLI,Mali,2009,0,0,0,0,0,0,0,0,0
348,MNT,Montenegro,2009,0,0,0,0,0,0,0,0,0
712,MON,Mongolia,2009,0,0,0,0,0,0,0,0,0
600,MOR,Morocco,2009,0,0,0,0,0,0,0,0,0
775,MYA,Myanmar (Burma),2009,0,0,0,0,0,0,0,0,0
541,MZM,Mozambique,2009,0,0,0,0,0,0,0,0,0
565,NAM,Namibia,2009,0,0,0,0,0,0,0,0,0
790,NEP,Nepal,2009,0,0,0,0,0,0,0,0,0
920,NEW,New Zealand,2009,0,0,0,0,0,0,0,0,0
93,NIC,Nicaragua,2009,0,0,0,0,0,0,0,0,0
475,NIG,Nigeria,2009,0,0,0,0,0,0,0,0,0
436,NIR,Niger,2009,0,0,0,0,1,0,0,0,0
385,NOR,Norway,2009,0,0,0,0,0,0,0,0,0
210,NTH,Netherlands,2009,0,0,0,0,0,0,0,0,0
698,OMA,Oman,2009,0,0,0,0,0,0,0,0,0
770,PAK,Pakistan,2009,0,0,0,0,0,0,0,0,0
95,PAN,Panama,2009,0,0,0,0,0,0,0,0,0
150,PAR,Paraguay,2009,0,0,0,0,0,0,0,0,0
135,PER,Peru,2009,0,0,0,0,0,0,0,0,0
840,PHI,Philippines,2009,0,0,0,0,0,0,0,0,0
910,PNG,Papua New Guinea,2009,0,0,0,0,0,0,0,0,0
290,POL,Poland,2009,0,0,0,0,0,0,0,0,0
235,POR,Portugal,2009,0,0,0,0,0,0,0,0,0
731,PRK,Korea North,2009,0,0,0,0,0,0,0,0,0
694,QAT,Qatar,2009,0,0,0,0,0,0,0,0,0
732,ROK,Korea South,2009,0,0,0,0,0,0,0,0,0
360,RUM,Romania,2009,0,0,0,0,0,0,0,0,0
365,RUS,Russia,2009,0,0,0,0,0,0,0,0,0
517,RWA,Rwanda,2009,0,0,0,0,0,0,0,0,0
560,SAF,South Africa,2009,0,0,0,0,0,0,0,0,0
92,SAL,El Salvador,2009,0,0,0,0,0,0,0,0,0
670,SAU,Saudi Arabia,2009,0,0,0,0,0,0,0,0,0
433,SEN,Senegal,2009,0,0,0,0,0,0,0,0,0
342,SER,Serbia,2009,0,0,0,0,0,0,0,0,0
451,SIE,Sierra Leone,2009,0,0,0,0,0,0,0,0,0
830,SIN,Singapore,2009,0,0,0,0,0,0,0,0,0
317,SLO,Slovak Republic,2009,0,0,0,0,0,0,0,0,0
349,SLV,Slovenia,2009,0,0,0,0,0,0,0,0,0
940,SOL,Solomon Islands,2009,0,0,0,0,0,0,0,0,0
520,SOM,Somalia,2009,0,0,0,0,0,0,0,0,0
230,SPN,Spain,2009,0,0,0,0,0,0,0,0,0
780,SRI,Sri Lanka,2009,0,0,0,0,0,0,0,0,0
625,SUD,Sudan,2009,0,0,0,0,0,0,0,0,0
115,SUR,Suriname,2009,0,0,0,0,0,0,0,0,0
572,SWA,Swaziland,2009,0,0,0,0,0,0,0,0,0
380,SWD,Sweden,2009,0,0,0,0,0,0,0,0,0
225,SWZ,Switzerland,2009,0,0,0,0,0,0,0,0,0
652,SYR,Syria,2009,0,0,0,0,0,0,0,0,0
702,TAJ,Tajikistan,2009,0,0,0,0,0,0,0,0,0
713,TAW,Taiwan,2009,0,0,0,0,0,0,0,0,0
510,TAZ,Tanzania,2009,0,0,0,0,0,0,0,0,0
800,THI,Thailand,2009,0,0,0,0,0,0,0,0,0
701,TKM,Turkmenistan,2009,0,0,0,0,0,0,0,0,0
461,TOG,Togo,2009,0,0,1,0,0,0,0,0,0
52,TRI,Trinidad,2009,0,0,0,0,0,0,0,0,0
616,TUN,Tunisia,2009,0,0,0,0,0,0,0,0,0
640,TUR,Turkey,2009,0,0,0,0,0,0,0,0,0
696,UAE,UAE,2009,0,0,0,0,0,0,0,0,0
500,UGA,Uganda,2009,0,0,0,0,0,0,0,0,0
200,UKG,United Kingdom,2009,0,0,0,0,0,0,0,0,0
369,UKR,Ukraine,2009,0,0,0,0,0,0,0,0,0
165,URU,Uruguay,2009,0,0,0,0,0,0,0,0,0
2,USA,United States,2009,0,0,0,0,0,0,0,0,0
704,UZB,Uzbekistan,2009,0,0,0,0,0,0,0,0,0
101,VEN,Venezuela,2009,0,0,0,0,0,0,0,0,0
818,VIE,Vietnam,2009,0,0,0,0,0,0,0,0,0
679,YEM,Yemen,2009,0,0,0,0,0,0,0,0,0
490,ZAI,Congo Kinshasa,2009,0,0,0,0,0,0,0,0,0
551,ZAM,Zambia,2009,0,0,0,0,0,0,0,0,0
552,ZIM,Zimbabwe,2009,0,0,0,0,0,0,0,0,0
700,AFG,Afghanistan,2010,0,0,0,0,0,0,0,0,0
339,ALB,Albania,2010,0,0,0,0,0,0,0,0,0
615,ALG,Algeria,2010,0,0,0,0,0,0,0,0,0
540,ANG,Angola,2010,0,0,0,0,0,0,0,0,0
160,ARG,Argentina,2010,0,0,0,0,0,0,0,0,0
371,ARM,Armenia,2010,0,0,0,0,0,0,0,0,0
900,AUL,Australia,2010,0,0,0,0,0,0,0,0,0
305,AUS,Austria,2010,0,0,0,0,0,0,0,0,0
373,AZE,Azerbaijan,2010,0,0,0,0,0,0,0,0,0
692,BAH,Bahrain,2010,0,0,0,1,0,0,0,0,0
211,BEL,Belgium,2010,0,0,0,0,0,0,0,0,0
434,BEN,Benin,2010,0,0,0,0,0,0,0,0,0
439,BFO,Burkina Faso,2010,0,0,0,0,0,0,0,0,0
760,BHU,Bhutan,2010,0,0,0,0,0,0,0,0,0
370,BLR,Belarus,2010,0,0,0,0,0,0,0,0,0
771,BNG,Bangladesh,2010,0,0,0,0,0,0,0,0,0
145,BOL,Bolivia,2010,0,0,0,0,0,0,0,0,0
346,BOS,Bosnia,2010,0,0,0,0,0,0,0,0,0
571,BOT,Botswana,2010,0,0,0,0,0,0,0,0,0
140,BRA,Brazil,2010,0,0,0,0,0,0,0,0,0
516,BUI,Burundi,2010,0,0,1,0,0,0,0,0,0
355,BUL,Bulgaria,2010,0,0,0,0,0,0,0,0,0
811,CAM,Cambodia,2010,0,0,0,0,0,0,0,0,0
20,CAN,Canada,2010,0,0,0,0,0,0,0,0,0
471,CAO,Cameroon,2010,0,0,1,0,0,0,0,0,0
402,CAP,Cape Verde,2010,0,0,0,0,0,0,0,0,0
482,CEN,Central African Republic,2010,0,0,0,1,0,0,0,0,0
483,CHA,Chad,2010,0,0,0,0,0,0,0,0,0
155,CHL,Chile,2010,0,0,0,0,0,0,0,0,0
710,CHN,China,2010,0,0,0,0,0,0,0,0,0
100,COL,Colombia,2010,0,0,0,0,0,0,0,0,0
581,COM,Comoros,2010,0,0,0,0,0,0,0,0,0
484,CON,Congo Brazzaville,2010,0,0,0,0,0,0,0,0,0
94,COS,Costa Rica,2010,0,0,0,0,0,0,0,0,0
344,CRO,Croatia,2010,0,0,0,0,0,0,0,0,0
40,CUB,Cuba,2010,0,0,0,0,0,0,0,0,0
352,CYP,Cyprus,2010,0,0,0,0,0,0,0,0,0
316,CZR,Czech Republic,2010,0,0,0,0,0,0,0,0,0
390,DEN,Denmark,2010,0,0,0,0,0,0,0,0,0
522,DJI,Djibouti,2010,0,0,0,0,0,0,0,0,0
42,DOM,Dominican Republic,2010,0,0,0,0,0,0,0,0,0
130,ECU,Ecuador,2010,0,1,0,0,0,0,0,0,0
651,EGY,Egypt,2010,0,0,0,0,0,0,0,0,0
411,EQG,Equatorial Guinea,2010,0,0,0,0,0,0,0,0,0
531,ERI,Eritrea,2010,0,0,0,0,0,0,0,0,0
366,EST,Estonia,2010,0,0,0,0,0,0,0,0,0
529,ETI,Ethiopia,2010,0,0,0,0,0,0,0,0,0
860,ETM,East Timor,2010,0,0,0,0,0,0,0,0,0
375,FIN,Finland,2010,0,0,0,0,0,0,0,0,0
950,FJI,Fiji,2010,0,0,0,0,0,0,0,0,0
220,FRN,France,2010,0,0,0,0,0,0,0,0,0
481,GAB,Gabon,2010,0,0,0,0,0,0,0,0,0
420,GAM,Gambia,2010,0,0,1,0,0,0,0,0,0
452,GHA,Ghana,2010,0,0,0,0,0,0,0,0,0
255,GMY,Germany,2010,0,0,0,0,0,0,0,0,0
404,GNB,Guinea-Bissau,2010,0,1,0,0,0,0,0,0,0
350,GRC,Greece,2010,0,0,0,0,0,0,0,0,0
372,GRG,Georgia,2010,0,0,0,0,0,0,0,0,0
90,GUA,Guatemala,2010,0,0,0,0,0,0,0,0,0
438,GUI,Guinea,2010,0,0,0,0,0,0,0,0,0
110,GUY,Guyana,2010,0,0,0,0,0,0,0,0,0
41,HAI,Haiti,2010,0,0,0,0,0,0,0,0,0
91,HON,Honduras,2010,0,0,0,0,0,0,0,0,0
310,HUN,Hungary,2010,0,0,0,0,0,0,0,0,0
750,IND,India,2010,0,0,0,0,0,0,0,0,0
850,INS,Indonesia,2010,0,0,0,0,0,0,0,0,0
205,IRE,Ireland,2010,0,0,0,0,0,0,0,0,0
630,IRN,Iran,2010,0,0,0,0,0,0,0,0,0
645,IRQ,Iraq,2010,0,0,0,0,0,0,0,0,0
666,ISR,Israel,2010,0,0,0,0,0,0,0,0,0
325,ITA,Italy,2010,0,0,0,0,0,0,0,0,0
437,IVO,Ivory Coast,2010,0,0,0,0,0,0,0,0,0
51,JAM,Jamaica,2010,0,0,0,0,0,0,0,0,0
663,JOR,Jordan,2010,0,0,0,0,0,0,0,0,0
740,JPN,Japan,2010,0,0,0,0,0,0,0,0,0
501,KEN,Kenya,2010,0,0,0,0,0,0,0,0,0
341,KOS,Kosovo,2010,0,0,0,0,0,0,0,0,0
690,KUW,Kuwait,2010,0,0,0,0,0,0,0,0,0
703,KYR,Kyrgyzstan,2010,0,0,0,0,0,0,0,0,1
705,KZK,Kazakhstan,2010,0,0,0,0,0,0,0,0,0
812,LAO,Laos,2010,0,0,0,0,0,0,0,0,0
367,LAT,Latvia,2010,0,0,0,0,0,0,0,0,0
450,LBR,Liberia,2010,0,0,0,0,0,0,0,0,0
660,LEB,Lebanon,2010,0,0,0,0,0,0,0,0,0
570,LES,Lesotho,2010,0,0,0,0,0,0,0,0,0
620,LIB,Libya,2010,0,0,0,0,0,0,0,0,0
368,LIT,Lithuania,2010,0,0,0,0,0,0,0,0,0
212,LUX,Luxembourg,2010,0,0,0,0,0,0,0,0,0
435,MAA,Mauritania,2010,0,0,0,0,0,0,0,0,0
343,MAC,Macedonia,2010,0,0,0,0,0,0,0,0,0
580,MAG,Madagascar,2010,0,1,0,0,0,0,0,0,0
820,MAL,Malaysia,2010,0,0,0,0,0,0,0,0,0
590,MAS,Mauritius,2010,0,0,0,0,0,0,0,0,0
553,MAW,Malawi,2010,0,0,0,0,0,0,0,0,0
70,MEX,Mexico,2010,0,0,0,0,0,0,0,0,0
359,MLD,Moldova,2010,0,0,0,0,0,0,0,0,0
432,MLI,Mali,2010,0,0,0,0,0,0,0,0,0
348,MNT,Montenegro,2010,0,0,0,0,0,0,0,0,0
712,MON,Mongolia,2010,0,0,0,0,0,0,0,0,0
600,MOR,Morocco,2010,0,0,0,0,0,0,0,0,0
775,MYA,Myanmar (Burma),2010,0,0,0,0,0,0,0,0,0
541,MZM,Mozambique,2010,0,0,0,0,0,0,0,0,0
565,NAM,Namibia,2010,0,0,0,0,0,0,0,0,0
790,NEP,Nepal,2010,0,0,0,0,0,0,0,0,0
920,NEW,New Zealand,2010,0,0,0,0,0,0,0,0,0
93,NIC,Nicaragua,2010,0,0,0,0,0,0,0,0,0
475,NIG,Nigeria,2010,0,0,0,0,0,0,0,0,0
436,NIR,Niger,2010,1,0,1,0,0,0,0,0,0
385,NOR,Norway,2010,0,0,0,0,0,0,0,0,0
210,NTH,Netherlands,2010,0,0,0,0,0,0,0,0,0
698,OMA,Oman,2010,0,0,0,0,0,0,0,0,0
770,PAK,Pakistan,2010,0,0,0,0,0,0,0,0,0
95,PAN,Panama,2010,0,0,0,0,0,0,0,0,0
150,PAR,Paraguay,2010,0,0,0,0,0,0,0,0,0
135,PER,Peru,2010,0,0,0,0,0,0,0,0,0
840,PHI,Philippines,2010,0,0,0,0,0,0,0,0,0
910,PNG,Papua New Guinea,2010,0,0,0,0,0,0,0,0,0
290,POL,Poland,2010,0,0,0,0,0,0,0,0,0
235,POR,Portugal,2010,0,0,0,0,0,0,0,0,0
731,PRK,Korea North,2010,0,0,0,0,0,0,0,0,0
694,QAT,Qatar,2010,0,0,0,0,0,0,0,0,0
732,ROK,Korea South,2010,0,0,0,0,0,0,0,0,0
360,RUM,Romania,2010,0,0,0,0,0,0,0,0,0
365,RUS,Russia,2010,0,0,0,0,0,0,0,0,0
517,RWA,Rwanda,2010,0,0,0,0,0,0,0,0,0
560,SAF,South Africa,2010,0,0,0,0,0,0,0,0,0
92,SAL,El Salvador,2010,0,0,0,0,0,0,0,0,0
670,SAU,Saudi Arabia,2010,0,0,0,0,0,0,0,0,0
433,SEN,Senegal,2010,0,0,0,0,0,0,0,0,0
342,SER,Serbia,2010,0,0,0,0,0,0,0,0,0
451,SIE,Sierra Leone,2010,0,0,0,0,0,0,0,0,0
830,SIN,Singapore,2010,0,0,0,0,0,0,0,0,0
317,SLO,Slovak Republic,2010,0,0,0,0,0,0,0,0,0
349,SLV,Slovenia,2010,0,0,0,0,0,0,0,0,0
940,SOL,Solomon Islands,2010,0,0,0,0,0,0,0,0,0
520,SOM,Somalia,2010,0,0,0,0,0,0,0,0,0
230,SPN,Spain,2010,0,0,0,0,0,0,0,0,0
780,SRI,Sri Lanka,2010,0,0,0,1,0,0,0,0,0
625,SUD,Sudan,2010,0,0,0,0,0,0,0,0,0
115,SUR,Suriname,2010,0,0,0,0,0,0,0,0,0
572,SWA,Swaziland,2010,0,0,0,0,0,0,0,0,0
380,SWD,Sweden,2010,0,0,0,0,0,0,0,0,0
225,SWZ,Switzerland,2010,0,0,0,0,0,0,0,0,0
652,SYR,Syria,2010,0,0,0,0,0,0,0,0,0
702,TAJ,Tajikistan,2010,0,0,0,0,0,0,0,0,0
713,TAW,Taiwan,2010,0,0,0,0,0,0,0,0,0
510,TAZ,Tanzania,2010,0,0,0,0,0,0,0,0,0
800,THI,Thailand,2010,0,0,0,0,0,0,0,0,0
701,TKM,Turkmenistan,2010,0,0,0,0,0,0,0,0,0
461,TOG,Togo,2010,0,0,0,0,0,0,0,0,0
52,TRI,Trinidad,2010,0,0,0,0,0,0,0,0,0
616,TUN,Tunisia,2010,0,0,0,0,0,0,0,0,0
640,TUR,Turkey,2010,0,0,0,1,0,0,0,0,0
696,UAE,UAE,2010,0,0,0,0,0,0,0,0,0
500,UGA,Uganda,2010,0,0,0,0,0,0,0,0,0
200,UKG,United Kingdom,2010,0,0,0,0,0,0,0,0,0
369,UKR,Ukraine,2010,0,0,0,0,0,0,0,0,0
165,URU,Uruguay,2010,0,0,0,0,0,0,0,0,0
2,USA,United States,2010,0,0,0,0,0,0,0,0,0
704,UZB,Uzbekistan,2010,0,0,0,0,0,0,0,0,0
101,VEN,Venezuela,2010,0,0,0,0,0,0,0,0,0
818,VIE,Vietnam,2010,0,0,0,0,0,0,0,0,0
679,YEM,Yemen,2010,0,0,0,0,0,0,0,0,0
490,ZAI,Congo Kinshasa,2010,0,0,0,0,0,0,0,0,0
551,ZAM,Zambia,2010,0,0,0,0,0,0,0,0,0
552,ZIM,Zimbabwe,2010,0,0,0,0,0,0,0,0,0
700,AFG,Afghanistan,2011,0,0,0,0,0,0,0,0,0
339,ALB,Albania,2011,0,0,0,0,0,0,0,0,0
615,ALG,Algeria,2011,0,0,0,0,0,0,0,0,0
540,ANG,Angola,2011,0,0,0,0,0,0,0,0,0
160,ARG,Argentina,2011,0,0,0,0,0,0,0,0,0
371,ARM,Armenia,2011,0,0,0,0,0,0,0,0,0
900,AUL,Australia,2011,0,0,0,0,0,0,0,0,0
305,AUS,Austria,2011,0,0,0,0,0,0,0,0,0
373,AZE,Azerbaijan,2011,0,0,0,1,0,0,0,0,0
692,BAH,Bahrain,2011,0,0,0,1,0,0,0,0,0
211,BEL,Belgium,2011,0,0,0,0,0,0,0,0,0
434,BEN,Benin,2011,0,0,0,0,0,0,0,0,0
439,BFO,Burkina Faso,2011,0,0,0,0,0,0,0,0,0
760,BHU,Bhutan,2011,0,0,0,0,0,0,0,0,0
370,BLR,Belarus,2011,0,0,0,0,0,0,0,0,0
771,BNG,Bangladesh,2011,0,0,0,0,0,0,0,0,0
145,BOL,Bolivia,2011,0,0,0,0,0,0,0,0,0
346,BOS,Bosnia,2011,0,0,0,0,0,0,0,0,0
571,BOT,Botswana,2011,0,0,0,0,0,0,0,0,0
140,BRA,Brazil,2011,0,0,0,0,0,0,0,0,0
516,BUI,Burundi,2011,0,0,0,0,0,0,0,0,0
355,BUL,Bulgaria,2011,0,0,0,0,0,0,0,0,0
811,CAM,Cambodia,2011,0,0,0,0,0,0,0,0,0
20,CAN,Canada,2011,0,0,0,0,0,0,0,0,0
471,CAO,Cameroon,2011,0,0,0,0,0,0,0,0,0
402,CAP,Cape Verde,2011,0,0,0,0,0,0,0,0,0
482,CEN,Central African Republic,2011,0,0,0,0,0,0,0,0,0
483,CHA,Chad,2011,0,0,0,0,0,0,0,0,0
155,CHL,Chile,2011,0,0,0,0,0,0,0,0,0
710,CHN,China,2011,0,0,0,0,0,0,0,0,0
100,COL,Colombia,2011,0,0,0,0,0,0,0,0,0
581,COM,Comoros,2011,0,0,0,0,0,0,0,0,0
484,CON,Congo Brazzaville,2011,0,0,0,0,0,0,0,0,0
94,COS,Costa Rica,2011,0,0,0,0,0,0,0,0,0
344,CRO,Croatia,2011,0,0,0,0,0,0,0,0,0
40,CUB,Cuba,2011,0,0,0,0,0,0,0,0,0
352,CYP,Cyprus,2011,0,0,0,0,0,0,0,0,0
316,CZR,Czech Republic,2011,0,0,0,0,0,0,0,0,0
390,DEN,Denmark,2011,0,0,0,0,0,0,0,0,0
522,DJI,Djibouti,2011,0,0,0,0,0,0,0,0,0
42,DOM,Dominican Republic,2011,0,0,0,0,0,0,0,0,0
130,ECU,Ecuador,2011,0,0,0,0,0,0,0,0,0
651,EGY,Egypt,2011,0,0,0,0,0,0,0,0,1
411,EQG,Equatorial Guinea,2011,0,0,0,0,0,0,0,0,0
531,ERI,Eritrea,2011,0,0,0,0,0,0,0,0,0
366,EST,Estonia,2011,0,0,0,0,0,0,0,0,0
529,ETI,Ethiopia,2011,0,0,0,0,0,0,0,0,0
860,ETM,East Timor,2011,0,0,0,0,0,0,0,0,0
375,FIN,Finland,2011,0,0,0,0,0,0,0,0,0
950,FJI,Fiji,2011,0,0,0,0,0,0,0,0,0
220,FRN,France,2011,0,0,0,0,0,0,0,0,0
481,GAB,Gabon,2011,0,0,0,0,0,0,0,0,0
420,GAM,Gambia,2011,0,0,0,0,0,0,0,0,0
452,GHA,Ghana,2011,0,0,0,0,0,0,0,0,0
255,GMY,Germany,2011,0,0,0,0,0,0,0,0,0
404,GNB,Guinea-Bissau,2011,0,1,0,0,0,0,0,0,0
350,GRC,Greece,2011,0,0,0,0,0,0,0,0,0
372,GRG,Georgia,2011,0,0,0,0,0,0,0,0,0
90,GUA,Guatemala,2011,0,0,0,0,0,0,0,0,0
438,GUI,Guinea,2011,0,1,0,0,0,0,0,0,0
110,GUY,Guyana,2011,0,0,0,0,0,0,0,0,0
41,HAI,Haiti,2011,0,0,0,0,0,0,0,0,0
91,HON,Honduras,2011,0,0,0,0,0,0,0,0,0
310,HUN,Hungary,2011,0,0,0,0,0,0,0,0,0
750,IND,India,2011,0,0,0,0,0,0,0,0,0
850,INS,Indonesia,2011,0,0,0,0,0,0,0,0,0
205,IRE,Ireland,2011,0,0,0,0,0,0,0,0,0
630,IRN,Iran,2011,0,0,0,0,0,0,0,0,0
645,IRQ,Iraq,2011,0,0,0,1,0,0,0,0,0
666,ISR,Israel,2011,0,0,0,0,0,0,0,0,0
325,ITA,Italy,2011,0,0,0,0,0,0,0,0,0
437,IVO,Ivory Coast,2011,0,0,0,0,0,0,1,0,0
51,JAM,Jamaica,2011,0,0,0,0,0,0,0,0,0
663,JOR,Jordan,2011,0,0,0,0,0,0,0,0,0
740,JPN,Japan,2011,0,0,0,0,0,0,0,0,0
501,KEN,Kenya,2011,0,0,0,0,0,0,0,0,0
341,KOS,Kosovo,2011,0,0,0,0,0,0,0,0,0
690,KUW,Kuwait,2011,0,0,0,0,0,0,0,0,0
703,KYR,Kyrgyzstan,2011,0,0,0,0,0,0,0,0,0
705,KZK,Kazakhstan,2011,0,0,0,0,0,0,0,0,0
812,LAO,Laos,2011,0,0,0,0,0,0,0,0,0
367,LAT,Latvia,2011,0,0,0,0,0,0,0,0,0
450,LBR,Liberia,2011,0,0,0,0,0,0,0,0,0
660,LEB,Lebanon,2011,0,0,0,0,0,0,0,0,0
570,LES,Lesotho,2011,0,0,0,0,0,0,0,0,0
620,LIB,Libya,2011,0,0,0,0,0,0,1,0,0
368,LIT,Lithuania,2011,0,0,0,0,0,0,0,0,0
212,LUX,Luxembourg,2011,0,0,0,0,0,0,0,0,0
435,MAA,Mauritania,2011,0,0,0,0,0,0,0,0,0
343,MAC,Macedonia,2011,0,0,0,0,0,0,0,0,0
580,MAG,Madagascar,2011,0,0,0,0,0,0,0,0,0
820,MAL,Malaysia,2011,0,0,0,0,0,0,0,0,0
590,MAS,Mauritius,2011,0,0,0,0,0,0,0,0,0
553,MAW,Malawi,2011,0,0,0,0,0,0,0,0,0
70,MEX,Mexico,2011,0,0,0,0,0,0,0,0,0
359,MLD,Moldova,2011,0,0,0,0,0,0,0,0,0
432,MLI,Mali,2011,0,0,0,0,0,0,0,0,0
348,MNT,Montenegro,2011,0,0,0,0,0,0,0,0,0
712,MON,Mongolia,2011,0,0,0,0,0,0,0,0,0
600,MOR,Morocco,2011,0,0,0,0,0,0,0,0,0
775,MYA,Myanmar (Burma),2011,0,0,0,0,0,0,0,0,0
541,MZM,Mozambique,2011,0,0,0,0,0,0,0,0,0
565,NAM,Namibia,2011,0,0,0,0,0,0,0,0,0
790,NEP,Nepal,2011,0,0,0,0,0,0,0,0,0
920,NEW,New Zealand,2011,0,0,0,0,0,0,0,0,0
93,NIC,Nicaragua,2011,0,0,0,0,0,0,0,0,0
475,NIG,Nigeria,2011,0,0,0,0,0,0,0,0,0
436,NIR,Niger,2011,0,0,1,0,0,0,0,0,0
385,NOR,Norway,2011,0,0,0,0,0,0,0,0,0
210,NTH,Netherlands,2011,0,0,0,0,0,0,0,0,0
698,OMA,Oman,2011,0,0,0,0,0,0,0,0,0
770,PAK,Pakistan,2011,0,0,0,0,0,0,0,0,0
95,PAN,Panama,2011,0,0,0,0,0,0,0,0,0
150,PAR,Paraguay,2011,0,0,0,0,0,0,0,0,0
135,PER,Peru,2011,0,0,0,0,0,0,0,0,0
840,PHI,Philippines,2011,0,0,0,0,0,0,0,0,0
910,PNG,Papua New Guinea,2011,0,0,0,0,0,0,0,0,0
290,POL,Poland,2011,0,0,0,0,0,0,0,0,0
235,POR,Portugal,2011,0,0,0,0,0,0,0,0,0
731,PRK,Korea North,2011,0,0,0,0,0,0,0,0,0
694,QAT,Qatar,2011,0,0,0,0,0,0,0,0,0
732,ROK,Korea South,2011,0,0,0,0,0,0,0,0,0
360,RUM,Romania,2011,0,0,0,0,0,0,0,0,0
365,RUS,Russia,2011,0,0,0,0,0,0,0,0,0
517,RWA,Rwanda,2011,0,0,0,0,0,0,0,0,0
560,SAF,South Africa,2011,0,0,0,0,0,0,0,0,0
92,SAL,El Salvador,2011,0,0,0,0,0,0,0,0,0
670,SAU,Saudi Arabia,2011,0,0,0,0,0,0,0,0,0
626,SDN,Sudan-North,2011,0,0,0,0,0,0,0,0,0
433,SEN,Senegal,2011,0,0,0,0,0,0,0,0,0
342,SER,Serbia,2011,0,0,0,0,0,0,0,0,0
451,SIE,Sierra Leone,2011,0,0,0,0,0,0,0,0,0
830,SIN,Singapore,2011,0,0,0,0,0,0,0,0,0
317,SLO,Slovak Republic,2011,0,0,0,0,0,0,0,0,0
349,SLV,Slovenia,2011,0,0,0,0,0,0,0,0,0
940,SOL,Solomon Islands,2011,0,0,0,0,0,0,0,0,0
520,SOM,Somalia,2011,0,0,0,0,0,0,0,0,0
230,SPN,Spain,2011,0,0,0,0,0,0,0,0,0
780,SRI,Sri Lanka,2011,0,0,0,0,0,0,0,0,0
525,SSU,South Sudan,2011,0,0,0,0,0,0,0,0,0
115,SUR,Suriname,2011,0,0,0,0,0,0,0,0,0
572,SWA,Swaziland,2011,0,0,0,0,0,0,0,0,0
380,SWD,Sweden,2011,0,0,0,0,0,0,0,0,0
225,SWZ,Switzerland,2011,0,0,0,0,0,0,0,0,0
652,SYR,Syria,2011,0,0,0,0,0,0,0,0,0
702,TAJ,Tajikistan,2011,0,0,0,0,0,0,0,0,0
713,TAW,Taiwan,2011,0,0,0,0,0,0,0,0,0
510,TAZ,Tanzania,2011,0,0,0,0,0,0,0,0,0
800,THI,Thailand,2011,0,0,0,0,0,0,0,0,0
701,TKM,Turkmenistan,2011,0,0,0,0,0,0,0,0,0
461,TOG,Togo,2011,0,0,0,0,0,0,0,0,0
52,TRI,Trinidad,2011,0,0,0,0,0,0,0,0,0
616,TUN,Tunisia,2011,0,0,0,0,0,0,0,0,1
640,TUR,Turkey,2011,0,0,0,0,0,0,0,0,0
696,UAE,UAE,2011,0,0,0,0,0,0,0,0,0
500,UGA,Uganda,2011,0,0,0,0,0,0,0,0,0
200,UKG,United Kingdom,2011,0,0,0,0,0,0,0,0,0
369,UKR,Ukraine,2011,0,0,0,0,0,0,0,0,0
165,URU,Uruguay,2011,0,0,0,0,0,0,0,0,0
2,USA,United States,2011,0,0,0,0,0,0,0,0,0
704,UZB,Uzbekistan,2011,0,0,0,0,0,0,0,0,0
101,VEN,Venezuela,2011,0,0,0,0,0,0,0,0,0
818,VIE,Vietnam,2011,0,0,0,1,0,0,0,0,0
679,YEM,Yemen,2011,0,0,0,0,0,0,0,0,0
490,ZAI,Congo Kinshasa,2011,0,1,0,0,0,0,0,0,0
